episode,agent,reward,success,sar,splat
215,ppo,22.062544,True,0.25,6.2654843
216,ppo,26.07547,True,0.3333333333333333,3.4508526
217,ppo,22.412191,True,0.3333333333333333,4.6602645
218,ppo,39.338364,True,0.5,2.6662292
219,ppo,19.086351,True,0.5,3.4235053
220,ppo,22.84807,True,0.3333333333333333,4.729889
221,ppo,22.417229,True,0.3333333333333333,5.70081
222,ppo,24.68103,True,0.3333333333333333,4.4776073
223,ppo,27.794785,True,0.5,5.0769873
224,ppo,17.828905,True,0.5,4.6780825
225,ppo,11.2757845,True,0.25,4.1759124
226,ppo,27.130468,True,0.5,3.5708566
227,ppo,25.484207,True,0.25,5.1306286
228,ppo,13.929624,True,0.25,4.2159877
229,ppo,25.326975,True,0.3333333333333333,3.8720005
230,ppo,28.203056,True,0.25,3.515714
231,ppo,19.966703,True,0.3333333333333333,5.2209816
232,ppo,12.617684,True,0.25,4.452173
233,ppo,22.644957,True,0.3333333333333333,4.7221212
234,ppo,12.877322,False,0.3333333333333333,4.75907
235,ppo,29.176046,True,0.3333333333333333,5.71333
236,ppo,29.88185,True,0.3333333333333333,4.2134867
237,ppo,12.510983,False,0.5,3.3696303
238,ppo,19.282291,True,0.5,3.382164
239,ppo,17.720488,True,0.5,4.0635557
240,ppo,6.5259185,True,0.25,5.952313
241,ppo,14.445595,True,0.5,3.623323
242,ppo,31.908966,True,0.25,4.0819864
243,ppo,37.39401,True,0.3333333333333333,5.5281887
244,ppo,17.585802,True,0.5,3.4354765
245,ppo,32.31814,True,0.5,4.8650417
246,ppo,25.997595,True,0.3333333333333333,4.165034
247,ppo,24.68103,True,0.5,4.4776073
248,ppo,23.692734,True,0.3333333333333333,4.4113994
249,ppo,18.296568,True,0.25,3.7914891
250,ppo,23.89837,True,0.3333333333333333,3.6998396
251,ppo,19.443762,True,0.5,4.0495358
252,ppo,24.911787,True,0.5,3.7481673
253,ppo,6.8575,True,0.5,6.0036635
254,ppo,28.903742,True,0.5,4.3290086
255,ppo,22.503801,True,0.25,5.270535
256,ppo,14.227226,True,0.5,4.8144236
257,ppo,22.339285,True,0.25,5.2632365
258,ppo,22.369574,True,0.5,5.3968005
259,ppo,32.410175,True,0.25,3.847205
260,ppo,6.790443,True,0.25,5.7115707
261,ppo,17.412882,True,0.5,3.2790217
262,ppo,27.010023,True,0.5,4.4523454
263,ppo,11.355884,True,0.3333333333333333,6.2296357
264,ppo,35.144352,True,0.3333333333333333,3.9089386
265,ppo,28.922625,True,0.5,4.3450413
266,ppo,34.56374,True,0.3333333333333333,4.345138
267,ppo,27.05501,True,0.5,4.092839
268,ppo,21.719088,True,0.3333333333333333,4.382279
269,ppo,24.922735,True,0.5,5.1446357
270,ppo,17.751207,True,0.5,4.501183
271,ppo,23.939415,True,0.5,4.9802856
272,ppo,27.695631,True,0.25,3.4662976
273,ppo,18.262589,True,0.3333333333333333,5.305596
274,ppo,20.316057,True,0.25,4.611935
275,ppo,31.592966,True,0.5,4.8200564
276,ppo,21.5436,True,0.5,4.1485295
277,ppo,22.369574,True,0.25,5.3968005
278,ppo,26.841866,True,0.3333333333333333,4.106648
279,ppo,17.924374,True,0.3333333333333333,4.552274
280,ppo,20.93511,True,0.5,5.426702
281,ppo,10.539832,False,0.5,5.0763335
282,ppo,31.278793,True,0.25,4.4159255
283,ppo,34.29903,True,0.25,3.7516365
284,ppo,27.957489,True,0.3333333333333333,4.025754
285,ppo,24.435457,True,0.25,5.297346
286,ppo,15.295091,True,0.25,4.218186
287,ppo,24.9206,True,0.5,5.357017
288,ppo,29.542276,True,0.5,3.710756
289,ppo,22.539007,True,0.5,4.6674414
290,ppo,10.856051,True,0.5,4.968718
291,ppo,24.648848,True,0.3333333333333333,3.925928
292,ppo,31.137405,True,0.5,4.827277
293,ppo,13.701176,True,0.5,4.012111
294,ppo,19.66428,True,0.5,4.250578
295,ppo,20.069258,True,0.3333333333333333,4.52465
296,ppo,24.21592,True,0.25,4.593742
297,ppo,17.33859,True,0.5,3.4006295
298,ppo,11.279645,True,0.25,4.7267914
299,ppo,25.711836,True,0.3333333333333333,6.3422995
300,ppo,14.79277,False,0.25,3.1188455
