Episode,ddqn,dqn,ppo
176,7.294489,27.2376,24.805552
177,28.599394,22.36409,28.521568
178,27.134974,23.283075,30.493408
179,8.460607,22.36409,23.97281
180,27.082563,21.586708,19.282291
181,36.344425,29.047945,25.135763
182,19.688461,29.047945,28.520554
183,23.06092,11.563855,31.520523
184,28.599394,30.714167,31.137405
185,29.68981,30.084457,23.158205
186,31.815353,15.602351,13.132787
187,19.242136,21.622313,29.241613
188,9.906928,21.622313,16.661772
189,29.240608,30.084457,26.756922
190,28.599394,21.622313,29.484415
191,21.945898,22.128168,14.168709
192,22.261465,22.328186,12.867547
193,21.904325,21.622313,21.354729
194,3.8766248,21.771652,11.7065115
195,23.553223,12.487296,19.576942
196,13.04786,20.704445,17.346727
197,28.266098,28.370642,19.631214
198,30.352816,27.962881,34.368954
199,28.266098,28.846832,26.514114
200,6.6029534,11.559167,22.40978
201,30.352816,17.991056,25.997595
202,31.499075,26.81926,33.432552
203,35.738773,30.084457,19.067068
204,10.586158,29.95752,23.012762
205,28.744207,23.10346,20.856524
206,21.484083,15.378163,32.2568
207,19.631287,26.81926,13.5248995
208,28.035608,8.78764,22.027903
209,24.245302,13.1626005,22.016747
210,19.688461,28.046057,17.146883
211,21.484083,29.95752,21.449484
212,28.266098,20.06911,25.142014
213,15.432523,19.970657,25.741343
214,22.10189,28.112234,7.3846383
215,29.68981,28.112234,22.062544
216,19.284048,29.21453,26.07547
217,22.261465,28.719894,22.412191
218,16.376534,20.534027,39.338364
219,6.197418,26.808432,19.086351
220,28.68365,26.725256,22.84807
221,28.599394,20.06911,22.417229
222,29.206703,26.808432,24.68103
223,6.420302,27.152891,27.794785
224,28.266098,27.609207,17.828905
225,27.134974,24.198675,11.2757845
226,5.001133,28.846832,27.130468
227,21.861876,13.602061,25.484207
228,28.68365,28.112234,13.929624
229,22.407112,20.811905,25.326975
230,22.743729,21.09056,28.203056
231,22.261465,15.719662,19.966703
232,21.484083,28.719894,12.617684
233,21.945898,21.217903,22.644957
234,20.99677,6.9430213,12.877322
235,29.240608,20.226553,29.176046
236,28.68365,20.384687,29.88185
237,19.73021,13.74042,12.510983
238,27.455673,9.519833,19.282291
239,28.94532,18.312243,17.720488
240,28.939524,29.368582,6.5259185
241,31.396616,22.728556,14.445595
242,28.999552,14.766335,31.908966
243,21.197447,21.586708,37.39401
244,30.057013,28.786276,17.585802
245,28.68365,25.62899,32.31814
246,35.738773,28.551027,25.997595
247,28.599394,21.321987,24.68103
248,3.2227886,34.23279,23.692734
249,22.107538,20.601555,18.296568
250,22.261465,28.183825,23.89837
251,28.744207,10.810558,19.443762
252,29.68981,20.901129,24.911787
253,21.945898,10.037273,6.8575
254,22.107538,12.650844,28.903742
255,22.743729,27.493568,22.503801
256,10.18774,21.237743,14.227226
257,28.599394,20.755482,22.339285
258,26.6574,16.433048,22.369574
259,22.407112,27.439337,32.410175
260,28.599394,26.933516,6.790443
261,21.484083,27.439337,17.412882
262,28.68365,28.551027,27.010023
263,27.455673,6.133491,11.355884
264,35.738773,20.601555,35.144352
265,11.921172,27.439337,28.922625
266,26.423376,25.62899,34.56374
267,21.945898,20.439915,27.05501
268,27.455673,14.570918,21.719088
269,22.743729,25.62899,24.922735
270,22.407112,27.493568,17.751207
271,12.359197,20.601555,23.939415
272,22.261465,19.978098,27.695631
273,26.247904,20.151566,18.262589
274,29.240608,21.237743,20.316057
275,22.407112,20.724638,31.592966
276,28.599394,28.368723,21.5436
277,30.117144,22.846354,22.369574
278,28.999552,29.343233,26.841866
279,30.352816,16.953735,17.924374
280,22.743729,30.159637,20.93511
281,19.688461,24.370893,10.539832
282,5.8918357,19.931322,31.278793
283,21.945898,22.509737,34.29903
284,16.701708,22.048523,27.957489
285,13.551524,18.429152,24.435457
286,7.6997476,29.102179,15.295091
287,21.484083,34.59335,24.9206
288,22.107538,19.791086,29.542276
289,19.50057,22.048523,22.539007
290,13.267823,29.047945,10.856051
291,10.729756,22.846354,24.648848
292,22.261465,17.012314,31.137405
293,22.869635,21.586708,13.701176
294,28.10176,28.702019,19.66428
295,19.23701,28.846832,20.069258
296,22.743729,35.8414,24.21592
297,12.866296,30.455442,17.33859
298,25.158667,12.805852,11.279645
299,27.134974,27.2376,25.711836
300,19.688461,21.586708,14.79277
