Episode,DDQN,DQN,PPO
72,3.5712152,3.5760148,3.6533675
73,3.6231973,3.9451644,3.528238
74,3.521334,3.5688484,3.5712152
75,3.4845686,3.5366225,3.7206864
76,3.6640873,3.6273222,3.535456
77,3.5286415,3.6543517,3.6887875
78,-5.0,3.756875,3.5181296
79,3.6880083,3.5826545,3.7546935
80,3.6241534,-5.0,3.6068177
81,3.6120727,3.5842507,3.6127572
82,3.5286415,3.604804,3.870304
83,3.604804,3.6273222,3.592827
84,3.6452284,3.5775876,3.9123416
85,3.5791962,3.7005868,3.9234238
86,3.5277412,3.6203265,3.6107936
87,3.6095285,3.6062074,3.766887
88,3.5151215,3.476808,3.9451644
89,3.7546935,3.6534011,3.4780126
90,3.5755968,3.484855,3.586327
91,3.4777145,3.6087525,3.5329478
92,3.6148458,3.5826545,3.519958
93,3.7382586,3.756875,3.6487632
94,3.5151215,3.6273222,3.5222404
95,3.5625315,3.531852,3.6487632
96,3.892306,3.4789417,3.7311172
97,3.5151215,3.478034,3.5417151
98,3.5755968,3.698112,3.5742943
99,3.5264564,3.5683513,3.6095285
100,3.8872385,3.6241534,3.5553913
101,3.9451644,3.551095,3.5596476
102,3.6120727,3.6203265,-5.0
103,3.6203265,3.5964463,3.732564
104,3.5771408,3.6603332,3.6534011
105,3.586327,3.7005868,3.4978447
106,3.6548529,3.4789417,3.519958
107,3.8872385,3.8799016,3.542855
108,3.6148458,3.5192113,3.9123416
109,3.7546935,3.4789417,3.6107936
110,3.519958,3.5826545,3.5168447
111,3.6567204,3.585102,3.586327
112,3.5836604,3.698112,3.609604
113,3.6120727,3.7005868,3.6186461
114,-5.0,3.5330553,3.870304
115,3.6548529,-5.0,3.5596476
116,3.5755968,3.478034,3.5760148
117,3.531852,3.6480012,3.599917
118,3.566955,-5.0,3.5256402
119,3.8872385,3.5826545,3.768962
120,3.6148458,3.5596476,3.5553913
121,3.522262,3.7909718,3.6784666
122,3.6577578,3.6203265,3.5333016
123,3.7546935,3.5151215,3.7005868
124,3.5835865,3.478034,3.5842507
125,3.6784666,3.566955,3.4736037
126,3.5277412,3.592827,3.5793314
127,3.6402147,3.5775876,3.535859
128,3.5264564,3.5128176,3.493734
129,3.657117,3.870304,3.5337956
130,3.5755968,3.698112,3.793974
131,3.5780165,3.4766376,3.657117
132,-5.0,3.68886,3.6578069
133,3.566955,-5.0,3.5466163
134,3.6784666,3.6175532,3.657117
135,3.6548529,3.5826545,-5.0
136,3.522262,3.5330553,3.4807441
137,3.6402147,3.4789417,3.4924493
138,3.6402147,3.4789417,3.5625315
139,3.522262,3.4766376,3.5256402
140,3.5683513,3.6203265,3.5222404
141,3.5312362,3.8670936,3.64608
142,3.6095285,3.478034,3.4924493
143,3.6548529,3.5780165,-5.0
144,3.536071,3.9234238,3.6186461
145,3.5836604,3.535456,3.8516958
146,3.6148458,3.5842507,3.4894276
147,3.5683513,3.478034,3.4777145
148,3.5760148,3.5775876,3.586327
149,3.5836604,3.5192113,3.571243
150,3.6120727,3.4894276,3.484855
151,3.5683513,3.8799016,3.756875
152,3.6402147,3.5192113,3.6095285
153,3.5573435,3.5842507,3.4894276
154,3.7599666,3.8799016,3.836449
155,3.5758662,3.8799016,3.519958
156,3.6148458,3.8799016,3.484855
157,3.6095285,3.5826545,3.9234238
158,3.6095285,3.756875,3.756875
159,3.7382586,3.4766376,3.5758662
160,3.5796275,3.5842507,3.536071
161,3.566955,3.6273222,3.5286415
162,3.566955,3.5461552,3.539189
163,3.6452284,3.5760148,3.5742943
164,3.5277412,3.478034,3.871843
165,3.6148458,3.8799016,3.5596476
166,3.4854727,3.4894276,3.522262
167,3.5250096,3.5793314,3.870304
168,3.566955,3.5760148,3.493734
169,3.6095285,3.5760148,3.5277412
170,3.7546935,3.5826545,3.5329478
171,3.522262,3.6603332,3.4794593
172,3.5683513,3.5330553,3.6488528
173,3.7546935,3.478034,3.6068177
174,3.6148458,3.7005868,3.532349
175,3.531852,3.6087525,3.6487632
176,3.6120727,3.4910026,3.4882548
177,3.6402147,3.5760148,3.514214
178,-5.0,3.698112,3.484855
179,3.5277412,3.5826545,3.5128176
180,-5.0,3.6203265,3.4924493
181,3.566955,-5.0,3.6121945
182,3.6120727,3.5775876,3.5815387
183,3.6095285,3.5760148,3.4882548
184,3.5755968,3.8799016,-5.0
185,3.5755215,3.756875,3.472319
186,3.5596476,3.5775876,3.4978447
187,-5.0,3.6203265,3.6640873
188,3.522262,3.5826545,3.571243
189,3.5151215,-5.0,3.519958
190,3.531852,3.4789417,3.490728
191,3.5683513,3.5842507,3.586327
192,3.6095285,-5.0,3.5264564
193,3.551095,-5.0,3.5329478
194,3.6148458,3.4978447,3.539189
195,3.6148458,3.6603332,3.6107936
196,3.566955,3.5330553,3.5264564
197,3.8872385,3.5826545,-5.0
198,3.7311172,3.5842507,3.6260645
199,3.531852,3.4789417,3.4811144
200,3.68886,3.8799016,3.7311172
201,3.6402147,3.6603332,3.514214
202,3.8872385,3.8799016,3.5329478
203,3.6273222,3.5330553,3.5712152
204,3.5755968,3.4766376,3.6784666
205,3.6095285,3.8799016,3.871843
206,3.551095,3.6175532,3.4811144
207,3.566955,3.8799016,3.5760148
208,3.5250096,3.539189,3.4894276
209,3.5264564,-5.0,3.6487632
210,3.5277412,3.5760148,3.892306
211,3.5596476,3.585102,-5.0
212,3.7599666,3.5760148,3.5256402
213,3.5755968,3.756875,3.6460075
214,3.551095,3.6273222,3.6095285
215,3.7546935,3.6273222,3.6089149
216,3.5701835,3.8799016,3.5296848
217,3.7546935,3.6175532,3.6127572
218,3.7546935,3.478034,3.9451644
219,3.6095285,3.5780165,3.5755215
220,3.522262,3.756875,3.5312362
221,3.6095285,3.6273222,3.9234238
222,3.566955,3.551095,3.566955
223,3.6148458,3.756875,3.5466163
224,3.6402147,3.4789417,3.4894276
225,3.5596476,3.478034,3.836449
226,3.5755968,3.5826545,-5.0
227,3.5151215,3.5192113,3.490728
228,3.5250096,-5.0,3.5793314
229,3.6095285,3.478034,3.5596476
230,-5.0,3.585102,3.472319
231,3.7546935,3.5826545,3.6567204
232,3.8872385,3.6273222,3.9123416
233,3.7546935,3.478034,3.6480012
234,3.8872385,3.585102,3.6260645
235,3.5277412,3.5596476,3.6127572
236,3.5596476,3.6887875,3.5826545
237,3.5151215,3.8799016,3.6060007
238,3.5264564,3.5842507,3.768962
239,3.5277412,3.5775876,3.5683513
240,3.7599666,3.5330553,3.69552
241,3.531852,3.6603332,3.732564
242,3.6095285,3.5760148,3.5181296
243,3.522262,3.585102,3.5964463
244,-5.0,3.6175532,3.6169016
245,3.6548529,3.5780165,3.4811144
246,3.7599666,3.5192113,3.766887
247,3.551095,3.8516958,3.6200857
248,3.5755968,3.4789417,3.5368476
249,3.5330553,3.870304,3.490728
250,3.6402147,3.8799016,3.536071
251,3.7546935,3.6883,3.6273222
252,3.8872385,3.6203265,3.531852
253,3.5250096,3.6175532,3.6880083
254,3.5213542,3.4789417,3.599917
255,3.522262,3.732564,3.6887875
256,3.5264564,3.5775876,3.6640873
257,3.5683513,3.4766376,-5.0
258,3.5250096,3.6203265,3.5330553
259,3.6533675,3.585102,3.5553913
260,3.551095,3.5760148,3.7599666
261,3.531852,-5.0,3.5712152
262,3.566955,3.6273222,3.5712152
263,3.522262,3.5775876,3.6273222
264,3.5264564,3.4789417,3.592827
265,3.8872385,-5.0,3.4866962
266,3.8872385,3.585102,3.6200857
267,3.6120727,3.6603332,3.5296848
268,3.5683513,3.6273222,-5.0
269,3.8872385,3.6107936,-5.0
270,-5.0,3.6175532,3.5282383
271,3.8872385,3.6273222,3.586327
272,3.522262,3.6273222,3.5461552
273,3.5181296,3.756875,3.4881427
274,3.5333016,3.5842507,3.8872385
275,3.531852,3.585102,-5.0
276,3.5277412,3.5330553,3.5793314
277,3.566955,3.5625315,3.5296848
278,3.6095285,3.585102,3.9234238
279,3.6548529,3.870304,3.5775876
280,3.6095285,3.478034,-5.0
281,3.521334,3.5192113,3.5333016
282,3.566955,3.5760148,3.6567204
283,3.522262,3.5826545,3.6107936
284,3.6120727,3.756875,3.5264564
285,3.5755968,3.6175532,3.536071
286,3.5250096,3.5330553,-5.0
287,3.5596476,3.585102,3.586327
288,3.6095285,3.478034,3.64608
289,3.5596476,3.585102,3.5775876
290,3.6402147,3.6954787,3.65274
291,3.5151215,3.478034,3.566955
292,3.531852,3.5330553,3.6883
293,3.522262,-5.0,3.793055
294,3.5755968,3.6203265,3.68886
295,3.5755968,3.478034,3.5333016
296,3.8872385,3.698112,3.8872385
297,3.5596476,3.4789417,3.6454144
298,3.5755968,3.5192113,3.6784666
299,3.531852,3.6273222,3.4881427
300,3.8872385,3.4789417,3.5213542
